page_to_edit,add_link_to,suggested_anchor_text,why,rule_id
https://www.zdscs.com/blog/what-is-freight-claims-management-complete-guide/,(reduce links — see why),,Blog post links to too many other blog posts — reduce to the SOP cap of related-post links,blog_link_budget.too_many_silo_blog_links
https://www.zdscs.com/blog/what-is-freight-optimization-proven-strategies-you-can-use/,(reduce links — see why),,Blog post links to more than one service page — SOP allows exactly one. Remove all but the most relevant service link,blog_link_budget.too_many_service_links
https://www.zdscs.com/blog/what-is-freight-optimization-proven-strategies-you-can-use/,(reduce links — see why),,Blog post links to too many other blog posts — reduce to the SOP cap of related-post links,blog_link_budget.too_many_silo_blog_links
https://www.zdscs.com/blog/what-is-ltl-freight-the-ultimate-guide/,(reduce links — see why),,Blog post links to more than one service page — SOP allows exactly one. Remove all but the most relevant service link,blog_link_budget.too_many_service_links
https://www.zdscs.com/blog/what-is-ltl-freight-the-ultimate-guide/,(reduce links — see why),,Blog post links to too many other blog posts — reduce to the SOP cap of related-post links,blog_link_budget.too_many_silo_blog_links
https://www.zdscs.com/blog/what-is-transportation-spend-management/,(reduce links — see why),,Blog post links to more than one service page — SOP allows exactly one. Remove all but the most relevant service link,blog_link_budget.too_many_service_links
https://www.zdscs.com/blog/what-is-transportation-spend-management/,(reduce links — see why),,Blog post links to too many other blog posts — reduce to the SOP cap of related-post links,blog_link_budget.too_many_silo_blog_links
https://www.zdscs.com/blog/what-to-expect-at-manifest-2026-zero-down-preview/,(reduce links — see why),,Blog post links to more than one service page — SOP allows exactly one. Remove all but the most relevant service link,blog_link_budget.too_many_service_links
https://www.zdscs.com/blog/what-to-expect-at-manifest-2026-zero-down-preview/,(reduce links — see why),,Blog post links to too many other blog posts — reduce to the SOP cap of related-post links,blog_link_budget.too_many_silo_blog_links
https://www.zdscs.com/blog/what-to-expect-at-tpm-2026-zero-down-preview/,(reduce links — see why),,Blog post links to more than one service page — SOP allows exactly one. Remove all but the most relevant service link,blog_link_budget.too_many_service_links
https://www.zdscs.com/blog/what-to-expect-at-tpm-2026-zero-down-preview/,(reduce links — see why),,Blog post links to too many other blog posts — reduce to the SOP cap of related-post links,blog_link_budget.too_many_silo_blog_links
https://www.zdscs.com/blog/why-is-my-fedex-package-delayed-causes-what-to-do/,(reduce links — see why),,Blog post links to more than one service page — SOP allows exactly one. Remove all but the most relevant service link,blog_link_budget.too_many_service_links
https://www.zdscs.com/blog/why-is-my-fedex-package-delayed-causes-what-to-do/,(reduce links — see why),,Blog post links to too many other blog posts — reduce to the SOP cap of related-post links,blog_link_budget.too_many_silo_blog_links
https://www.zdscs.com/blog/women-in-supply-chain-voices-of-resilience-and-innovation-at-zero-down/,(reduce links — see why),,Blog post links to more than one service page — SOP allows exactly one. Remove all but the most relevant service link,blog_link_budget.too_many_service_links
https://www.zdscs.com/blog/women-in-supply-chain-voices-of-resilience-and-innovation-at-zero-down/,(reduce links — see why),,Blog post links to too many other blog posts — reduce to the SOP cap of related-post links,blog_link_budget.too_many_silo_blog_links
https://www.zdscs.com/blog/your-guide-to-hidden-freight-accessorial-fees/,(reduce links — see why),,Blog post links to more than one service page — SOP allows exactly one. Remove all but the most relevant service link,blog_link_budget.too_many_service_links
https://www.zdscs.com/blog/your-guide-to-hidden-freight-accessorial-fees/,(reduce links — see why),,Blog post links to too many other blog posts — reduce to the SOP cap of related-post links,blog_link_budget.too_many_silo_blog_links
https://www.zdscs.com/blog/your-guide-to-ups-fedex-invoice-errors/,(reduce links — see why),,Blog post links to more than one service page — SOP allows exactly one. Remove all but the most relevant service link,blog_link_budget.too_many_service_links
https://www.zdscs.com/blog/your-guide-to-ups-fedex-invoice-errors/,(reduce links — see why),,Blog post links to too many other blog posts — reduce to the SOP cap of related-post links,blog_link_budget.too_many_silo_blog_links
https://www.zdscs.com/blog/zero-achieved-27000-refunds-client-first-3-months/,(reduce links — see why),,Blog post links to more than one service page — SOP allows exactly one. Remove all but the most relevant service link,blog_link_budget.too_many_service_links
https://www.zdscs.com/blog/zero-achieved-27000-refunds-client-first-3-months/,(reduce links — see why),,Blog post links to too many other blog posts — reduce to the SOP cap of related-post links,blog_link_budget.too_many_silo_blog_links
(create new page),/privacy-policy,,"Site has no canonical page for this universal-nav target — create one at the SOP default path, or add the actual path to path_aliases in config.yml",universal_nav.missing_privacy_policy_page_missing
https://www.zdscs.com/?htslider_slider=business-intelligence,https://www.zdscs.com/,(server-side 301 redirect),URL duplicates a canonical page — 301-redirect to the canonical to consolidate ranking signals and stop splitting link equity,canonical_conflicts.duplicate_home
https://www.zdscs.com/blog,https://www.zdscs.com/blog/,(server-side 301 redirect),URL duplicates a canonical page — 301-redirect to the canonical to consolidate ranking signals and stop splitting link equity,canonical_conflicts.duplicate_blog_archive
https://www.zdscs.com/blog/?category=analytics-bi,https://www.zdscs.com/blog/,(server-side 301 redirect),URL duplicates a canonical page — 301-redirect to the canonical to consolidate ranking signals and stop splitting link equity,canonical_conflicts.duplicate_blog_archive
https://www.zdscs.com/blog/?category=carrier-contracts,https://www.zdscs.com/blog/,(server-side 301 redirect),URL duplicates a canonical page — 301-redirect to the canonical to consolidate ranking signals and stop splitting link equity,canonical_conflicts.duplicate_blog_archive
https://www.zdscs.com/blog/?category=freight-spend-management,https://www.zdscs.com/blog/,(server-side 301 redirect),URL duplicates a canonical page — 301-redirect to the canonical to consolidate ranking signals and stop splitting link equity,canonical_conflicts.duplicate_blog_archive
https://www.zdscs.com/blog/?category=parcel-spend-management,https://www.zdscs.com/blog/,(server-side 301 redirect),URL duplicates a canonical page — 301-redirect to the canonical to consolidate ranking signals and stop splitting link equity,canonical_conflicts.duplicate_blog_archive
https://www.zdscs.com/blog/?category=trends-and-trade,https://www.zdscs.com/blog/,(server-side 301 redirect),URL duplicates a canonical page — 301-redirect to the canonical to consolidate ranking signals and stop splitting link equity,canonical_conflicts.duplicate_blog_archive
https://www.zdscs.com/company/about-us,https://www.zdscs.com/company/about-us/,(server-side 301 redirect),URL duplicates a canonical page — 301-redirect to the canonical to consolidate ranking signals and stop splitting link equity,canonical_conflicts.duplicate_about_us
https://www.zdscs.com/contact,https://www.zdscs.com/contact/,(server-side 301 redirect),URL duplicates a canonical page — 301-redirect to the canonical to consolidate ranking signals and stop splitting link equity,canonical_conflicts.duplicate_contact_us
https://www.zdscs.com/filing-carrier-claims/,https://www.zdscs.com/services/freight-claims-management/,(server-side 301 redirect),URL duplicates a canonical page — 301-redirect to the canonical to consolidate ranking signals and stop splitting link equity,canonical_conflicts.duplicate_top_level_service
https://www.zdscs.com/parcel-audit-service/,https://www.zdscs.com/services/parcel-audit/,(server-side 301 redirect),URL duplicates a canonical page — 301-redirect to the canonical to consolidate ranking signals and stop splitting link equity,canonical_conflicts.duplicate_top_level_service
https://www.zdscs.com/parcel-audit-services/,https://www.zdscs.com/services/parcel-audit/,(server-side 301 redirect),URL duplicates a canonical page — 301-redirect to the canonical to consolidate ranking signals and stop splitting link equity,canonical_conflicts.duplicate_top_level_service
https://www.zdscs.com/parcel-contract-negotiation/,https://www.zdscs.com/services/carrier-contract-negotiation/,(server-side 301 redirect),URL duplicates a canonical page — 301-redirect to the canonical to consolidate ranking signals and stop splitting link equity,canonical_conflicts.duplicate_top_level_service
https://www.zdscs.com/services/carrier-contract-negotiation,https://www.zdscs.com/services/carrier-contract-negotiation/,(server-side 301 redirect),URL duplicates a canonical page — 301-redirect to the canonical to consolidate ranking signals and stop splitting link equity,canonical_conflicts.duplicate_top_level_service
https://www.zdscs.com/services/freight-audit-and-payment,https://www.zdscs.com/services/freight-audit-and-payment/,(server-side 301 redirect),URL duplicates a canonical page — 301-redirect to the canonical to consolidate ranking signals and stop splitting link equity,canonical_conflicts.duplicate_top_level_service
https://www.zdscs.com/services/freight-claims-management,https://www.zdscs.com/services/freight-claims-management/,(server-side 301 redirect),URL duplicates a canonical page — 301-redirect to the canonical to consolidate ranking signals and stop splitting link equity,canonical_conflicts.duplicate_top_level_service
https://www.zdscs.com/services/packaging-optimization,https://www.zdscs.com/services/packaging-optimization/,(server-side 301 redirect),URL duplicates a canonical page — 301-redirect to the canonical to consolidate ranking signals and stop splitting link equity,canonical_conflicts.duplicate_top_level_service
https://www.zdscs.com/services/parcel-audit,https://www.zdscs.com/services/parcel-audit/,(server-side 301 redirect),URL duplicates a canonical page — 301-redirect to the canonical to consolidate ranking signals and stop splitting link equity,canonical_conflicts.duplicate_top_level_service
https://www.zdscs.com/services/shipping-insurance,https://www.zdscs.com/services/shipping-insurance/,(server-side 301 redirect),URL duplicates a canonical page — 301-redirect to the canonical to consolidate ranking signals and stop splitting link equity,canonical_conflicts.duplicate_top_level_service
https://www.zdscs.com/services/transportation-management-system,https://www.zdscs.com/services/transportation-management-system/,(server-side 301 redirect),URL duplicates a canonical page — 301-redirect to the canonical to consolidate ranking signals and stop splitting link equity,canonical_conflicts.duplicate_top_level_service
https://www.zdscs.com/transportation-management-system/,https://www.zdscs.com/services/transportation-management-system/,(server-side 301 redirect),URL duplicates a canonical page — 301-redirect to the canonical to consolidate ranking signals and stop splitting link equity,canonical_conflicts.duplicate_top_level_service
https://www.zdscs.com/ups-contract-negotiation/,https://www.zdscs.com/services/carrier-contract-negotiation/,(server-side 301 redirect),URL duplicates a canonical page — 301-redirect to the canonical to consolidate ranking signals and stop splitting link equity,canonical_conflicts.duplicate_top_level_service
